,tweet_text,emotion_label
10115,am getting myself to concoct  long paper proposals ,0.0
10116,I'm pretty bummed about the puppy going back.  Why must my dog be such a jerk?,23.0
10117,"@jjn1 typo in first line 'so of us' - 'some of us'. Not being cheeky, just helpful. I'm still finding them in mine days or weeks later. ",0.0
10118,So bored on lunch at work ,3.0
10119,@amymessere I AM SO JEALOUS OF YOUR BRAWL!  i'm never involved in fights anymore ,9.0
10120,I need slepp...zzz  was only working @ this sssh...paper eww. when can I sing again?best wishes,9.0
10121,Anatomy is hard ,0.0
10122,"oh, with only 45-minute presentations, there isn't much time for presentation and questions   #tltsym09",0.0
10123,"ugghh,why am i awake ",3.0
10124,is tireed ,0.0
10125,"Ok, no gold, Nate lost the first round ",10.0
10126,doesn't feel loved. i almost choked on an egg and everyone just laughed...   ,23.0
10127,"@fergmaster Yeah it twas. I wish that show was still on, I miss watching it ",23.0
10128,I think Dhoni missed a trick not bowling his spinner &quot;R Ashwin&quot; - poor fella didn't bowl at all  #IPL,10.0
10129,i have a cold and a sprained thumb  ouch,23.0
10130," thinking I may need to go back to the dr. The more I walk, the more my knee hurts...",14.0
10131,@mattwagster oi git- you still asleep?! I *need* a snooze on the sofa ,2.0
10132,"@mrsgiggs  hang on, dear. Bad days happen.",4.0
10133,140 character limit is bs...It blows the whole joke if u didnt read the end ,3.0
10134,is hungover and hurting real bad ,23.0
10135,Working till 2.   It looks like we are going to have more rain and gray skies.  Wish I could get back in bed,10.0
10136,@LaureyStack awh...that's kinda sad  lol add me?? hello.kitty.65@hotmail.com,23.0
10137,"Some of the design has come off a little, nothing major but still not happy   Have stopped attempts to stick it back nothing was working.",10.0
10138,@thehypercube no votes yet ,0.0
10139,I'm feeling sorry for myself because I'm kind of sick which means I can't go to a sleepover with my BFF. ,23.0
10140,my shoulders are so hairy. why?! ,8.0
10141,@jordanhowell awww damn!  At least I can be safe in the knowledge I was pretty close. =D,23.0
10142,@RuNikiRun eek that sucks  sorry,25.0
10143,WEEEEEEE! Goin' on a road trip! Mommy says I have to get off Twitter for a while     C'ya on the road!  We'll take our puter.,17.0
10144,Sitting by the doors for a volleyball tourney is AMAZING...  especially marking people! and cause im with TORIE!,17.0
10145,@mynameisjayr It was amazing but fridays I always cut it short cus I gotta get my drunk ass to work so early  but tonite its on!!!,17.0
10146,ive told her she either stops painting or i refuse to sleep in my room and she wont stop painting ,2.0
10147,me wants beach ,9.0
10148,is so bored of school work :/ why is there so much to know ,3.0
10149,@vanessaveasley YO WHERE MY MONEY?????? IM TIRED OF U BEING OUT N NOT BRINGN HOME THE BACON! lol......i miss u man ,2.0
10150,@MichelleRenee14 I couldn't because it was in jersey and during the day....I was filming all day ,23.0
10151,"Joey dacillo, go online. ",0.0
10152,leaving mexico in a few hours     it was an amazing trip cant wait to come back!!!,17.0
10153,trying to put up a profile pics but everything is too big ,3.0
10154,At a Civil Procedure review lecture ,0.0
10155,Sore throat is still sore &amp; I need to study for my psych test. dnw. ,3.0
10156,got some bad news *cries* Can't go out now ,23.0
10157,@robbhughes is very bored in work ,3.0
10158,Tomorrow I fly again for the third time this year! I'm starting to get nervous again! ,19.0
10159,is B O R E D. Waiting for people to get twitter so i could follow themm! ,3.0
10160,wants to swim on may 2  http://plurk.com/p/ousr7,9.0
10161,Great...3 bloody essays to write for monday  I think i'm gonna die of boredom!,3.0
10162,@PeterBlackQUT but im home safe now dangerously twittering with a bogged mind  spellings r okaaay soo far ,0.0
10163,@itvhellskitchen Is that preview for UK visitors only?  There are ROI Hell's Kitchen fans too ,6.0
10164,@annweezy wish i was goin to spain ,9.0
10165,I'm officially obsessed with fml &amp; just got the app on my crackberry. But why can't I send twitpics? It always freezes up! ,3.0
10166,"im lonely  keep me company! 22 female, Amarillo - Texas",23.0
10167,I have eaten too much chocolate bunny...burp!  feel sick ,13.0
10168,Not being able to swallow is most definitely not a very pleasant thing  hmpf.,3.0
10169,@StephanGeyer Should I re-install it? Last time it was buggy as hell ,6.0
10170,I woke at 4 a.m. and had a dream that made me worry about stuff.... so I got up and read blogs. Now I feeling it! ,14.0
10171,Why do only two of my friends have twitter! on monday ill try to convince my Mates. No more hols then ,3.0
10172,is annoyed that people earning USD $400K thinks that they belong to the middle class and request for tax breaks.  http://ping.fm/yydJG,3.0
10173,"@Incisive1 Well the truth is, I didn't want to hurt your feelings  &gt;&gt; Stick to the day job lol ... it's all luv still xxx",4.0
10174,My record shop really does suck  all they sell is mainstream,3.0
10175,@LaMisty_Elite the mikey worm! It's a virus. Some kid hacks into ur acct. I don't know how 2 get rid of it! HELP!!! ,14.0
10176,"@gunkanator ugh, you!! not a horse in sight here. well, not one that's mine at least. and neighbors frown on stealth riding.. ",10.0
10177,"@GraftFinder Hope you enjoy Deliberate Acts of Kindness. Note the weird shelving designation. As a newbie author, I didn't catch it. ",4.0
10178,Last day of vacation.  going to the outlet mall. Hopefully I won't go overboard on cute girly things!!,21.0
10179,@pmurphy_dc Well don't because then @whatlizsaid won't be able to take cute pictures of you.  LOL,1.0
10180,Prelims next week.  bricking it.,19.0
10181,"I hate the Fung Wah bus.. worse, my ipod music library mysertiously deleted   Apple Sucks and Fung Wah sucks. Boston till tomorrow... #fb",2.0
10182,@BlueTeddy me too  so bummed I am not down there with all of you.  Hug everyone for me? And give Dan a big wet smooch from me!,23.0
10183,"@Bicko hehe. Maybe. a load of it will certainly be going towards driving. Need to get a new driving license, I've lost mine ",25.0
10184,observing ducks for my stupid paper.  but other than that today will be a good day!,21.0
10185,I feel like crap ,23.0
10186,"bad ending to the week in winston salem - windows account on laptop got semi-hosed, and i lost (at least for the moment) all my settings ",23.0
10187,I wish I could make it the Farmer's Market today. ,9.0
10188,@eryckhappiness I saw a dead fox last week.  And then a dead kestrel! Live in the making! ,3.0
10189,Atteng &quot;Software Test Automation&quot; class on a Saturday... ,3.0
10190,Inspiringly beautiful story about a rescued pony very sad though  http://bit.ly/PWjAz,23.0
10191,"Aaaaannnnd my iPod Touch just told me I have 10% battery remaining...  I guess this means goodnight, my fellow Tweeple? Ok.",10.0
10192,is very bored in work ,3.0
10193,"Yes Cousie Star, may i propose the week after next? My school life will be officially over! Am I am not excited about it. ",10.0
10194,"@PauloMoreira hey, i will only in town until thursday, so alas can't do... ",23.0
10195,back home from a longgg day! today = party time!  too bad i'm missing someone that's pretty darn special  &lt;3,23.0
10196,,
10197,,
10198,,
10199,,
10200,,
10201,,
10202,,
10203,,
10204,,
10205,,
10206,,
10207,,
10208,,
10209,,
10210,,
10211,,
10212,,
10213,,
10214,,
10215,,
10216,,
10217,,
10218,,
10219,,
10220,,
10221,,
10222,,
10223,,
10224,,
10225,,
10226,,
10227,,
10228,,
10229,,
10230,,
10231,,
10232,,
10233,,
10234,,
10235,,
10236,,
10237,,
10238,,
10239,,
10240,,
10241,,
10242,,
10243,,
10244,,
10245,,
10246,,
10247,,
10248,,
10249,,
10250,,
10251,,
10252,,
10253,,
10254,,
10255,,
10256,,
10257,,
10258,,
10259,,
10260,,
10261,,
10262,,
10263,,
10264,,
10265,,
10266,,
10267,,
10268,,
10269,,
10270,,
10271,,
10272,,
10273,,
10274,,
10275,,
10276,,
10277,,
10278,,
10279,,
10280,,
10281,,
10282,,
10283,,
10284,,
10285,,
10286,,
10287,,
10288,,
10289,,
10290,,
10291,,
10292,,
10293,,
10294,,
10295,,
10296,,
10297,,
10298,,
10299,,
10300,,
10301,,
10302,,
10303,,
10304,,
10305,,
10306,,
10307,,
10308,,
10309,,
10310,,
10311,,
10312,,
10313,,
10314,,
10315,,
10316,,
10317,,
10318,,
10319,,
10320,,
10321,,
10322,,
10323,,
10324,,
10325,,
10326,,
10327,,
10328,,
10329,,
10330,,
10331,,
10332,,
10333,,
10334,,
10335,,
10336,,
10337,,
10338,,
10339,,
10340,,
10341,,
10342,,
10343,,
10344,,
10345,,
10346,,
10347,,
10348,,
10349,,
10350,,
10351,,
10352,,
10353,,
10354,,
10355,,
10356,,
10357,,
10358,,
10359,,
10360,,
10361,,
10362,,
10363,,
10364,,
10365,,
10366,,
10367,,
10368,,
10369,,
10370,,
10371,,
10372,,
10373,,
10374,,
10375,,
10376,,
10377,,
10378,,
10379,,
10380,,
10381,,
10382,,
10383,,
10384,,
10385,,
10386,,
10387,,
10388,,
10389,,
10390,,
10391,,
10392,,
10393,,
10394,,
10395,,
10396,,
10397,,
10398,,
10399,,
10400,,
10401,,
10402,,
10403,,
10404,,
10405,,
10406,,
10407,,
10408,,
10409,,
10410,,
10411,,
10412,,
10413,,
10414,,
10415,,
10416,,
10417,,
10418,,
10419,,
10420,,
10421,,
10422,,
10423,,
10424,,
10425,,
10426,,
10427,,
10428,,
10429,,
10430,,
10431,,
10432,,
10433,,
10434,,
10435,,
10436,,
10437,,
10438,,
10439,,
10440,,
10441,,
10442,,
10443,,
10444,,
10445,,
10446,,
10447,,
10448,,
10449,,
10450,,
10451,,
10452,,
10453,,
10454,,
10455,,
10456,,
10457,,
10458,,
10459,,
10460,,
10461,,
10462,,
10463,,
10464,,
10465,,
10466,,
10467,,
10468,,
10469,,
10470,,
10471,,
10472,,
10473,,
10474,,
10475,,
10476,,
10477,,
10478,,
10479,,
10480,,
10481,,
10482,,
10483,,
10484,,
10485,,
10486,,
10487,,
10488,,
10489,,
10490,,
10491,,
10492,,
10493,,
10494,,
10495,,
10496,,
10497,,
10498,,
10499,,
10500,,
10501,,
10502,,
10503,,
10504,,
10505,,
10506,,
10507,,
10508,,
10509,,
10510,,
10511,,
10512,,
10513,,
10514,,
10515,,
10516,,
10517,,
10518,,
10519,,
10520,,
10521,,
10522,,
10523,,
10524,,
10525,,
10526,,
10527,,
10528,,
10529,,
10530,,
10531,,
10532,,
10533,,
10534,,
10535,,
10536,,
10537,,
10538,,
10539,,
10540,,
10541,,
10542,,
10543,,
10544,,
10545,,
10546,,
10547,,
10548,,
10549,,
10550,,
10551,,
10552,,
10553,,
10554,,
10555,,
10556,,
10557,,
10558,,
10559,,
10560,,
10561,,
10562,,
10563,,
10564,,
10565,,
10566,,
10567,,
10568,,
10569,,
10570,,
10571,,
10572,,
10573,,
10574,,
10575,,
10576,,
10577,,
10578,,
10579,,
10580,,
10581,,
10582,,
10583,,
10584,,
10585,,
10586,,
10587,,
10588,,
10589,,
10590,,
10591,,
10592,,
10593,,
10594,,
10595,,
10596,,
10597,,
10598,,
10599,,
10600,,
10601,,
10602,,
10603,,
10604,,
10605,,
10606,,
10607,,
10608,,
10609,,
10610,,
10611,,
10612,,
10613,,
10614,,
10615,,
10616,,
10617,,
10618,,
10619,,
10620,,
10621,,
10622,,
10623,,
10624,,
10625,,
10626,,
10627,,
10628,,
10629,,
10630,,
10631,,
10632,,
10633,,
10634,,
10635,,
10636,,
10637,,
10638,,
10639,,
10640,,
10641,,
10642,,
10643,,
10644,,
10645,,
10646,,
10647,,
10648,,
10649,,
10650,,
10651,,
10652,,
10653,,
10654,,
10655,,
10656,,
10657,,
10658,,
10659,,
10660,,
10661,,
10662,,
10663,,
10664,,
10665,,
10666,,
10667,,
10668,,
10669,,
10670,,
10671,,
10672,,
10673,,
10674,,
10675,,
10676,,
10677,,
10678,,
10679,,
10680,,
10681,,
10682,,
10683,,
10684,,
10685,,
10686,,
10687,,
10688,,
10689,,
10690,,
10691,,
10692,,
10693,,
10694,,
10695,,
10696,,
10697,,
10698,,
10699,,
10700,,
10701,,
10702,,
10703,,
10704,,
10705,,
10706,,
10707,,
10708,,
10709,,
10710,,
10711,,
10712,,
10713,,
10714,,
10715,,
10716,,
10717,,
10718,,
10719,,
10720,,
10721,,
10722,,
10723,,
10724,,
10725,,
10726,,
10727,,
10728,,
10729,,
10730,,
10731,,
10732,,
10733,,
10734,,
10735,,
10736,,
10737,,
10738,,
10739,,
10740,,
10741,,
10742,,
10743,,
10744,,
10745,,
10746,,
10747,,
10748,,
10749,,
10750,,
10751,,
10752,,
10753,,
10754,,
10755,,
10756,,
10757,,
10758,,
10759,,
10760,,
10761,,
10762,,
10763,,
10764,,
10765,,
10766,,
10767,,
10768,,
10769,,
10770,,
10771,,
10772,,
10773,,
10774,,
10775,,
10776,,
10777,,
10778,,
10779,,
10780,,
10781,,
10782,,
10783,,
10784,,
10785,,
10786,,
10787,,
10788,,
10789,,
10790,,
10791,,
10792,,
10793,,
10794,,
10795,,
10796,,
10797,,
10798,,
10799,,
10800,,
10801,,
10802,,
10803,,
10804,,
10805,,
10806,,
10807,,
10808,,
10809,,
10810,,
10811,,
10812,,
10813,,
10814,,
10815,,
10816,,
10817,,
10818,,
10819,,
10820,,
10821,,
10822,,
10823,,
10824,,
10825,,
10826,,
10827,,
10828,,
10829,,
10830,,
10831,,
10832,,
10833,,
10834,,
10835,,
10836,,
10837,,
10838,,
10839,,
10840,,
10841,,
10842,,
10843,,
10844,,
10845,,
10846,,
10847,,
10848,,
10849,,
10850,,
10851,,
10852,,
10853,,
10854,,
10855,,
10856,,
10857,,
10858,,
10859,,
10860,,
10861,,
10862,,
10863,,
10864,,
10865,,
10866,,
10867,,
10868,,
10869,,
10870,,
10871,,
10872,,
10873,,
10874,,
10875,,
10876,,
10877,,
10878,,
10879,,
10880,,
10881,,
10882,,
10883,,
10884,,
10885,,
10886,,
10887,,
10888,,
10889,,
10890,,
10891,,
10892,,
10893,,
10894,,
10895,,
10896,,
10897,,
10898,,
10899,,
10900,,
10901,,
10902,,
10903,,
10904,,
10905,,
10906,,
10907,,
10908,,
10909,,
10910,,
10911,,
10912,,
10913,,
10914,,
10915,,
10916,,
10917,,
10918,,
10919,,
10920,,
10921,,
10922,,
10923,,
10924,,
10925,,
10926,,
10927,,
10928,,
10929,,
10930,,
10931,,
10932,,
10933,,
10934,,
10935,,
10936,,
10937,,
10938,,
10939,,
10940,,
10941,,
10942,,
10943,,
10944,,
10945,,
10946,,
10947,,
10948,,
10949,,
10950,,
10951,,
10952,,
10953,,
10954,,
10955,,
10956,,
10957,,
10958,,
10959,,
10960,,
10961,,
10962,,
10963,,
10964,,
10965,,
10966,,
10967,,
10968,,
10969,,
10970,,
10971,,
10972,,
10973,,
10974,,
10975,,
10976,,
10977,,
10978,,
10979,,
10980,,
10981,,
10982,,
10983,,
10984,,
10985,,
10986,,
10987,,
10988,,
10989,,
10990,,
10991,,
10992,,
10993,,
10994,,
10995,,
10996,,
10997,,
10998,,
10999,,
11000,,
11001,,
11002,,
11003,,
11004,,
11005,,
11006,,
11007,,
11008,,
11009,,
11010,,
11011,,
11012,,
11013,,
11014,,
11015,,
11016,,
11017,,
11018,,
11019,,
11020,,
11021,,
11022,,
11023,,
11024,,
11025,,
11026,,
11027,,
11028,,
11029,,
11030,,
11031,,
11032,,
11033,,
11034,,
11035,,
11036,,
11037,,
11038,,
11039,,
11040,,
11041,,
11042,,
11043,,
11044,,
11045,,
11046,,
11047,,
11048,,
11049,,
11050,,
11051,,
11052,,
11053,,
11054,,
11055,,
11056,,
11057,,
11058,,
11059,,
11060,,
11061,,
11062,,
11063,,
11064,,
11065,,
11066,,
11067,,
11068,,
11069,,
11070,,
11071,,
11072,,
11073,,
11074,,
11075,,
11076,,
11077,,
11078,,
11079,,
11080,,
11081,,
11082,,
11083,,
11084,,
11085,,
11086,,
11087,,
11088,,
11089,,
11090,,
11091,,
11092,,
11093,,
11094,,
11095,,
11096,,
11097,,
11098,,
11099,,
11100,,
11101,,
11102,,
11103,,
11104,,
11105,,
11106,,
11107,,
11108,,
11109,,
11110,,
11111,,
11112,,
11113,,
11114,,
11115,,
11116,,
11117,,
11118,,
11119,,
11120,,
11121,,
11122,,
11123,,
11124,,
11125,,
11126,,
11127,,
11128,,
11129,,
11130,,
11131,,
11132,,
11133,,
11134,,
11135,,
11136,,
11137,,
11138,,
11139,,
11140,,
11141,,
11142,,
11143,,
11144,,
11145,,
11146,,
11147,,
11148,,
11149,,
11150,,
11151,,
11152,,
11153,,
11154,,
11155,,
11156,,
11157,,
11158,,
11159,,
11160,,
11161,,
11162,,
11163,,
11164,,
11165,,
11166,,
11167,,
11168,,
11169,,
11170,,
11171,,
11172,,
11173,,
11174,,
11175,,
11176,,
11177,,
11178,,
11179,,
11180,,
11181,,
11182,,
11183,,
11184,,
11185,,
11186,,
11187,,
11188,,
11189,,
11190,,
11191,,
11192,,
11193,,
11194,,
11195,,
11196,,
11197,,
11198,,
11199,,
11200,,
11201,,
11202,,
11203,,
11204,,
11205,,
11206,,
11207,,
11208,,
11209,,
11210,,
11211,,
11212,,
11213,,
11214,,
11215,,
11216,,
11217,,
11218,,
11219,,
11220,,
11221,,
11222,,
11223,,
11224,,
11225,,
11226,,
11227,,
11228,,
11229,,
11230,,
11231,,
11232,,
11233,,
11234,,
11235,,
11236,,
11237,,
11238,,
11239,,
11240,,
11241,,
11242,,
11243,,
11244,,
11245,,
11246,,
11247,,
11248,,
11249,,
11250,,
11251,,
11252,,
11253,,
11254,,
11255,,
11256,,
11257,,
11258,,
11259,,
11260,,
11261,,
11262,,
11263,,
11264,,
11265,,
11266,,
11267,,
11268,,
11269,,
11270,,
11271,,
11272,,
11273,,
11274,,
11275,,
11276,,
11277,,
11278,,
11279,,
11280,,
11281,,
11282,,
11283,,
11284,,
11285,,
11286,,
11287,,
11288,,
11289,,
11290,,
11291,,
11292,,
11293,,
11294,,
11295,,
11296,,
11297,,
11298,,
11299,,
11300,,
11301,,
11302,,
11303,,
11304,,
11305,,
11306,,
11307,,
11308,,
11309,,
11310,,
11311,,
11312,,
11313,,
11314,,
11315,,
11316,,
11317,,
11318,,
11319,,
11320,,
11321,,
11322,,
11323,,
11324,,
11325,,
11326,,
11327,,
11328,,
11329,,
11330,,
11331,,
11332,,
11333,,
11334,,
11335,,
11336,,
11337,,
11338,,
11339,,
11340,,
11341,,
11342,,
11343,,
11344,,
11345,,
11346,,
11347,,
11348,,
11349,,
11350,,
11351,,
11352,,
11353,,
11354,,
11355,,
11356,,
11357,,
11358,,
11359,,
11360,,
11361,,
11362,,
11363,,
11364,,
11365,,
11366,,
11367,,
11368,,
11369,,
11370,,
11371,,
11372,,
11373,,
11374,,
11375,,
11376,,
11377,,
11378,,
11379,,
11380,,
11381,,
11382,,
11383,,
11384,,
11385,,
11386,,
11387,,
11388,,
11389,,
11390,,
11391,,
11392,,
11393,,
11394,,
11395,,
11396,@spunkywalrus I know  And she barely had a chance to get to know her.,6.0
11397,Listening to the last Shallow Thought   good one @christianaellis ohhh and now listening to the feedback show...,0.0
11398,Why so mean? ,2.0
11399,"It was a bad week at FerretsFirst.  We lost Rosie, Smeagol &amp; Sakura ",16.0
11400,stuck in freaking traffic on I-95 north. ughhhh ,1.0
11401,"not looking forward to possibly working a double with a fever.  but at least it's mucho dinero, right?",1.0
11402,urgh! what is wrong with one of my eyes? it's stinging and watering! ,1.0
11403,@Loubella i want one  i just want anything that supports 3G really.,9.0
11404,I wonder if friday was the spam-day of the year. got 1400 spam mails in just 1 1/2 days ,6.0
11405,It has been so long since I made ramen that I forgot how to make it the way I like. ,6.0
11406,@Oldmum So long as they dont come in late and wake you up ,23.0
11407,@spencerpratt stop being so mean to lauren ,2.0
11408,so nervous i think im gonna crap my pants ,19.0
11409,@RiskyBusinessMB i wish i could go to san diego today  but i've got to work today ,14.0
11410,@petewentz you guys better play tonight  i don't want to stand in the rain for nothing.,2.0
11411,just got back from visiting with a foster dog.  we have so many pugs looking for homes!!   www.gmpr.org take a look!!,17.0
11412,@ashemischief Doesn't it make for a sad day.  ,24.0
11413,Does anyone knows anyone who works for NISSAN??? ,7.0
11414,2:10am. last day of freedom. going back to jail tomorrow. hahaha. AKA school! ,4.0
11415,iss Boredd ,27.0
11416,"@rudedoodle I'm sick the next day without fail, no matter how much or what I drink. If I got to bed, even feeling tipsy i'll puke ",13.0
11417,@jochen_frey drat! I'm going to miss it  please keep me in the loop for the next one!,10.0
11418,@Newcster  haha oh well....grrr connor...,2.0
11419,@BrigidEmily im cleaning and being a real person right now. maybe later ,27.0
11420,feeling down ,25.0
11421,course work boring ,27.0
11422,Why has my twitpic been &quot;uploading&quot; for like 10 minutes?  lol,1.0
11423,Taking the pups for a hike with natalie at south mountain... But no tobin this weekend  boooooooo,10.0
11424,@zawfi oh gosh no. i dont even have a dog  im getting ready to go get some fresh air in newport beach ;-),23.0
11425,IT'S SO NICE OUTSIDE! I wish i was in San Diego.  Gotta love the east coast!,8.0
11426,"@TerryBlandGodel grew up with Werneth Low large outside my bedroom window, now I do my running round Trafford Park ",27.0
11427,At Joy 102.5 today.  It's too nice to be working inside ,25.0
11428,stuck at work on this gorgeous day ,25.0
11429,@tuiistheworld True (about the working). I've noticed these days that many people don't want to put in the hours but they want the money ,27.0
11430,"Sadly, I will not be able to make it out tonight.  But if you can, you should. It's being held at Media Blaster's new store in Jersey.",25.0
11431,Just busted out of the International Club satellite to the Big Event.  Took 5th place.....top 4 paid  ,10.0
11432,@DULCECUBANA  I don't know anyone else  I feeling like a stalker... lol  &quot;following&quot; is such a stalker move hahahahah,15.0
11433,getting dressed to go to the funeral  RIP Traci,25.0
11434,"@davemark too bad it needs natural day light, or strong artificial light to get a quality pic. no matter the software.  iphone cam sucks",10.0
11435,has much to do today before her housewarming party! And she stupidly picked up a shift a month ago and will be hosting til 9 (hopefully). ,1.0
11436,I drove through slush and snow and this sucky winter weather and found out there was no work. My boss didn't call to tell me ,2.0
11437,Well stomach felt better for a few minutes long enough to clean the yard now i'm back to feeling icky ,24.0
11438,"Scott just left 20 minutes ago, and I miss him already. ",25.0
11439,@camillejay Before or after? or both. Haha! WHO! We have totoys.  Well there's a new one. Who's name I don't know. Can't wait for monday!,17.0
11440,I feel poopy  I need more sleep time,1.0
11441,"but, i miss a.i.   ",25.0
11442,"I slept wrong, my neack hurts ",24.0
11443,I want to be downtown toniiiiight. ,8.0
11444,@PaulaBrett LMAO did you learn that the hard way? My pig cant sing very well ,1.0
11445,@bubblecat Lucky! i totally want M&amp;S barbecue wings ,8.0
11446,Where did the week go?!?!? Not enough hours in the day and not enough days in a week  ,6.0
11447,"Healing from having 3 teeth pulled, lord knows I think I did something wrong....cause Im still aching ",24.0
11448,"so, when i first saw Ingeous Pouncer, i immediately thought of Demonic Apprentice (the one i made): cant fit it here ",7.0
11449,@mrconguito i must go... ,27.0
11450,"First there was no milk for cereal. Then I saw no more bananas. Made some toast, and dropped it on the floor on the way to my mouth. ",1.0
11451,is headed back 2 Lafayette...pray 4 my grandma please ,4.0
11452,"@kryvin Hahaha, i'm devestated by it! I just want to go outside and PLAY  How's the animation going anyway?",25.0
11453,Also heard about #spectrial  is there anyway to donate towards their fine? http://tinyurl.com/cj3s2d,7.0
11454,"Double-dang, I'm up at the same time as @missrogue at wordcamp SF. 1. I wanted to see her talk, and 2. Everyone else will too #whuffie ",0.0
11455,hey who is anthony anderson?  get your sweetbadazz to invite me again to tweet with you...I couldn't log in so I lost the link ,7.0
11456,@heartstarbolt i will cuddle with u if had no bf ,18.0
11457,"@kazwheeler Maybe that is why @CHRISDJMOYLES  isn't replying. Would be a shame if it is true though, he is good. ",6.0
11458,My afternoon plans got cancelled  I must find something to do that will allow me to soak up this awesome sunlight.,25.0
11459,"@cre8tivesilence yeah, Jordan said you were their but I didn't see u! ",27.0
11460,Bored  Going out tnyt  yay ! xx,17.0
11461,hanging of with the &quot;corps&quot; for the last time... ,25.0
11462,@CHRISDJMOYLES Tell us your not going mr m. Or I'm gonna have to get spending  on iTunes to make the commute doable ,14.0
11463,@misterlamb and i wasn't happy then either. i just don't like him.  stop teasing me...i'm still in mourning over my Stars!    heehee,25.0
11464,"@parachutesfail I agree, Saturdays are stupid. I have to work all day as well.  ",1.0
11465,My old phone is activated again. Didnt want to do this but my  new phone is takin too long to come in the mail   ,1.0
11466,@SongzYuuup i was suppposed to go to philly this weekend  and i DIDNt!! guess i missed out! lol,10.0
11467,@Wossy i want the sims 3 ,8.0
11468,"Space's last day, so last day working at Disney until who knows when   I can't believe this day has come",25.0
11469,@Loubella For it to be blocked? Got one of those already ,1.0
11470,@cheatxxdeath I know. Brian said we'd go together! He went without me  And I didn't have a very good night.,10.0
11471,like ohhh crap. 13 more days of high school. i miss you losers already &lt;3. i so do NOT wanna move ,25.0
11472,@JenBrately I wish I could have been there! I'm bummed  hope you had a good time!,25.0
11473,"Getting ready for work, sort of. I don't wanna go. ",1.0
11474,Awake but not by choice ,1.0
11475,good morning..... up at 5:30 am.   couldn't sleep ,1.0
11476,Its so hard to sleep out of my bed! After being up for 24hrs and airport hell I thought I would sleep more ,1.0
11477,anyone know where i could possibly get a last minute ticket to Roller Kingdom Kegger???? I really want to go!! ,8.0
11478,wishing I was enjoying this awesome day in Chi-town ,25.0
11479,Shit - I accidentally said &quot;grande&quot; in Starbucks. Sounding like a tool FTL. ,15.0
11480,is coughing too much!! ,1.0
11481,What a great day And I have to write my last report for uni. No inspiration so far ,1.0
11482,@ianozsvald ageed but tarnished slightly with the sequels ,27.0
11483,i'm surprised.. ,26.0
11484,Another loser: Lost the game  Going out to dinner with parents.... http://tinyurl.com/dkvexv,25.0
11485,Another loser: lost the game  http://tinyurl.com/ce5dej,25.0
11486,Wish they'd stop laying people off. My 9-5 is becoming a 6-10. ,1.0
11487,Goodmorning my twitters!!!! I'm getting ready to get my eisom tooth tooken out  pray for me!! LOL I don't want to go!!!!!!!!!,14.0
11488,Just trying to figure out what twitter is all about....none of my friends are on here ,6.0
11489,killed a whole tray of hamsters ,13.0
11490,@souljaboytellem dam bezzy what up wit dat you neve reply back ,1.0
11491,@RedMummy oh no! How embarassing in. ,15.0
11492,"im lonely  keep me company! 22 female, Charlotte - North Carolina",25.0
11493,@MoPaperCuts whats wrong with the car? mines not behaving either ,7.0
11494,@xStaceSimx yea it was really cool! and yea its because she has like 23587295723572 messages a minute  and yes i am ahaha what part?,0.0
11495,@Vanessa_Blue i am until upset for the videochat yesterday.  ,25.0
11496,"@nath_girl haha  i'm from brazil, but i cant speak spanish, sorry ",23.0
11497,running out of battery. bummed i can't live tweet notes from  @zephoria #tltsym09,25.0
11498,@souljaboytellem omfg i wish i was rich ,8.0
11499,@simon14771482  ...out that bugs me. They surely could of let us know sooner ,1.0
11500,@sloshy42 I miss you ,18.0
11501,i had twitter for a month now and still can't figure it out.  ,6.0
11502,@RedMummy oh no! How embarassing . ,15.0
11503,"Today really feels like spring, how many days until our next snow? I miss it ",25.0
11504,@ChristineTonkin @yogagrl3 Dark Horse reminded me of my fave cafe in Sydney (Bill's). Have confrmd tho that can no longer drink coffee ,25.0
11505,"Working on the Etsy and Artfire shops...Man, people are going to start hating on me soon with these Tweeted Etsy updates... ",14.0
11506,"just woke up, what an overcast day ",25.0
11507,Damn i miss the application specially made for IPL at cognizant!  since i don work there anymore. it was more like cricket fantany league!,25.0
11508,don't suppose anyone has a good website to download mp3s on hand? I accidentally deleted most of my music ,7.0
11509,so soo sick of revision! this sucks ,1.0
11510,studying for finals  good ol' stock valuation.. options &amp; futures.. and duration management... its gonna be a long day!,27.0
11511,my entire body hurts ,24.0
11512,omg adorable kid reading about cosmology. i can wait 5 years for you to grow up ,0.0
11513,AAsshhh Homework today ,1.0
11514,@charliwodehouse hey gurrl. i hate how we're so far awayyyyyyyy. we should be out together  miss you x,25.0
11515,none of my friends have twitter !! gosh they are so boring ,1.0
11516,@sheasy,27.0
11517,Twisted my knee...can't walk ,24.0
11518,Heading back 2 London after a great day at #webdd (even got some new swag ) Should have stayed 4 beers but too much to do b4 Monday ,25.0
11519,is at home nursing his cold...  My friend called me this morning with an extra Long Beach Grand Prix ticket... a no go for me. ,25.0
11520,"@gauravity Sounds like how my mouth and stomach gang up on me wrt tea, too. ",1.0
11521,"Is trying to do homework, but can't seem to focus ",27.0
11522,Happy that I stay in last night. Sad that I miss Ally game this morning. ,25.0
